740	101.72342544	24.4136221056
742	97.41503772	23.3796090528
744	92.68234431	22.2437626344
746	89.58257676	21.4998184224
748	86.2856859	20.708564616
750	85.8884883	20.613237192
752	81.34215897	19.5221181528
754	76.65882447	18.3981178728
756	78.12454608	18.7498910592
758	73.60198614	17.6644766736
760	71.37583791	17.1302010984
762	68.18145591	16.3635494184
764	66.50931648	15.9622359552
766	62.69855661	15.0476535864
768	59.19692805	14.207262732
770	57.18218415	13.723724196
772	52.80420069	12.6730081656
774	50.88498669	12.2123968056
776	47.12719368	11.3105264832
778	43.86722238	10.5281333712
780	42.41812965	10.180351116
782	41.57145687	9.9771496488
784	38.3245065	9.19788156
786	39.00554745	9.361331388
788	39.10190664	9.3844575936
790	36.79315251	8.8303566024
790	36.77321724	8.8255721376
792	34.01427711	8.1634265064
794	29.97512862	7.1940308688
796	27.58582566	6.6205981584
798	25.42825002	6.1027800048
800	22.2939	5.350536
802	20.18489706	4.8443752944
804	17.45581137	4.1893947288
806	15.38294178	3.6919060272
808	13.01994993	3.1247879832
810	10.59008715	2.541620916
812	8.78569212	2.1085661088
814	7.36981407	1.7687553768
816	6.2425074	1.498201776
818	5.4391731	1.305401544
820	4.70018955	1.128045492
822	3.98475999	0.9563423976
824	3.45128958	0.8283094992
826	2.8442493	0.682619832
828	2.43195216	0.5836685184
830	2.10914295	0.506194308
832	1.78676454	0.4288234896
834	1.58040057	0.3792961368
836	1.35300279	0.3247206696
838	1.16689719	0.2800553256
840	1.03788336	0.2490920064
842	0.90000582	0.2160013968
844	0.78558534	0.1885404816
846	0.74330232	0.1783925568
848	0.67302807	0.1615267368
850	0.61190832	0.1468579968
852	0.58099842	0.1394396208
854	0.52754691	0.1266112584
856	0.50327133	0.1207851192
858	0.47994351	0.1151864424
860	0.47776797	0.1146643128
862	0.47862957	0.1148710968
864	0.48071895	0.115372548
866	0.49429992	0.1186319808
868	0.50476836	0.1211444064
870	0.52206498	0.1252955952
872	0.52350816	0.1256419584
874	0.52088028	0.1250112672
876	0.54109557	0.1298629368
878	0.5410848	0.129860352
880	0.54794529	0.1315068696
882	0.56399259	0.1353582216
884	0.58790199	0.1410964776
886	0.60248457	0.1445962968
888	0.62694324	0.1504663776
890	0.6528774	0.156690576
892	0.69104628	0.1658511072
894	0.72435789	0.1738458936
896	0.75378153	0.1809075672
898	0.79219812	0.1901275488
900	0.84683433	0.2032402392
902	0.90135207	0.2163244968
904	0.92135196	0.2211244704
906	0.9936402	0.238473648
908	1.03371537	0.2480916888
910	1.10130789	0.2643138936
912	1.13920752	0.2734098048
914	1.19488842	0.2867732208
916	1.29507096	0.3108170304
918	1.32347145	0.317633148
920	1.43753652	0.3450087648
922	1.46608779	0.3518610696
924	1.53931302	0.3694351248
926	1.59433695	0.382640868
928	1.69150389	0.4059609336
930	1.75302213	0.4207253112
932	1.84951056	0.4438825344
934	1.91857857	0.4604588568
936	1.9864188	0.476740512
938	2.03311752	0.4879482048
940	2.09291256	0.5022990144
942	2.20574985	0.529379964
944	2.30626626	0.5535039024
946	2.35868385	0.566084124
948	2.46537147	0.5916891528
950	2.56883886	0.6165213264
952	2.6112942	0.626710608
954	2.65171401	0.6364113624
956	2.80318329	0.6727639896
958	2.88475527	0.6923412648
960	2.97269232	0.7134461568
962	3.10826508	0.7459836192
964	3.24621801	0.7790923224
966	3.37958292	0.8110999008
968	3.5678856	0.856292544
970	3.63833217	0.8731997208
972	3.73640379	0.8967369096
974	3.8882931	0.933190344
976	3.98470614	0.9563294736
978	4.15960017	0.9983040408
980	4.22555565	1.014133356
982	4.51216689	1.0829200536
984	4.64004987	1.1136119688
986	4.93290771	1.1838978504
988	5.010204	1.20244896
990	5.19506028	1.2468144672
